,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,Supply
525,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
526,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
527,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
528,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
529,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
530,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
531,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
532,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
533,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
534,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
535,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
536,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
537,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
538,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
539,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
540,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
541,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
542,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
543,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
544,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
545,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
546,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
547,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
548,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
549,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
550,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
551,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
552,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
553,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
554,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
555,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
556,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
557,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
558,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
559,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
560,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
561,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
562,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
563,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
564,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
565,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
566,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
567,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
568,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
569,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
570,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
571,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
572,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
573,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
574,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
575,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
576,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
577,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
578,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
579,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
580,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
581,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
582,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
583,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
584,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
585,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
586,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
587,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
588,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
589,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
590,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
591,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
592,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
593,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
594,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
595,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
596,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
597,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
598,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
599,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
